Chrom	Midpoint	Scan1	Scan2	Scan3
5	8713	1.4567	1.4567	1.967635198
5	8714	1.0812	1.0812	2.498489293
5	8715	0.0026	0.0026	2.533718054
5	8716	1.2296	1.2296	0.481001118
5	8717	5.0698	5.0698	1.914330358
5	8718	6.9139	6.9139	2.656822559
5	8719	7.576	7.576	1.540406687
5	8720	7.4581	7.4581	2.503492479
5	8721	6.7612	6.7612	0.143540035
5	8722	5.6462	5.6462	1.519013423
5	8723	2.945168251	4.2009	0.047736942
5	8724	0.494257933	2.5914	1.515032525
5	8725	2.605376071	3.1929	2.553020555
5	8726	0.939028704	1.9093	2.613417457
5	8727	1.85122617	0.5961	2.496439051
5	8728	0.729544278	1.2353	0.788709554
5	8729	2.827065893	3.136	2.607933018
5	8730	1.374349369	0.5921	2.011977762
5	8731	1.290530458	0.8391	2.65880872
5	8732	0.168344415	0	0.091009041
5	8733	0.03541877	0.6013	0.832874811
5	8734	2.360527993	0.3385	1.943640687
5	8735	2.92784259	0	2.219824749
5	8736	2.228969997	1.2929	0.571521641
5	8737	1.030683371	1.6034	1.446923633
5	8738	2.87996508	0.6935	0.3503077
5	8739	0.692329181	0.6605	0.7120291
5	8740	1.122225779	0	2.094651182
5	8741	0.982890837	0	0.479937731
5	8742	0.076555459	0.7299	0.868265549
5	8743	1.417008333	0.3697	0.252031792
5	8744	0.823370046	0.0014	1.026375415
5	8745	1.739291549	0	1.486551166
5	8746	0.925093464	0	0.73855053
5	8747	0.442146737	0	2.763479704
5	8748	2.52648752	1.0275	2.937445797
5	8749	0.024240562	0.6752	2.505751924
5	8750	1.667808995	0.2013	2.483201855
5	8751	2.400053963	0	2.724388755
5	8752	2.757523956	0	2.883477136
5	8753	0.16635246	0	2.866801769
5	8754	0.402194847	0.0936	1.044828505
5	8755	1.245528288	1.619	2.205601651
5	8756	1.553144833	3.0918	2.845401838
5	8757	2.381684529	0.3392	2.34478185
5	8758	0.072071298	3.1972	1.491926433
5	8759	2.583818188	0	2.475295127
5	8760	2.669908916	2.6991	0.204006308
5	8761	1.96819811	3.9779	2.550984853
5	8762	1.247515427	5.4798	2.904585338
5	8763	2.335095397	6.2729	2.652475569
5	8764	2.985019635	6.7481	0.9592875
5	8765	0.417252819	6.5542	0.716311365
5	8766	1.391992808	4.7144	1.538508784
5	8767	0.743049328	5.181	1.337926569
5	8768	0.803195479	4.342	2.395488131
5	8769	0.620424977	2.3976	1.075195314
5	8770	0.9088021	0.0134	2.990328161
5	8771	2.16715467	0.4757	1.278040695
5	8772	0.787237307	3.0914	1.298919825
5	8773	1.603368697	0.3429	0.92120543
5	8774	2.64516906	0.0446	2.240651574
5	8775	0.256405421	0.9293	0.120395273
5	8776	2.953564546	1.7801	2.910258293
5	8777	0.850572496	5.2726	0.114845857
5	8778	1.69471178	6.547	2.443555296
5	8779	1.034796401	3.7482	2.057281154
5	8780	1.475899512	2.8164	1.181171748
5	8781	0.031313106	3.7664	2.940969025
5	8782	0.421371147	4.7937	2.737256158
5	8783	0.743316118	3.2885	1.47902091
5	8784	2.510731707	1.6756	2.301401934
5	8785	2.471563577	0.3597	2.253415818
5	8786	2.294266699	0.7201	0.647211349
5	8787	2.074812393	4.449	1.023230327
5	8788	0.767059187	1.9326	2.936274404
5	8789	1.503735225	0.5895	1.158994685
5	8790	0.423207768	5.6433	2.389558349
5	8791	1.152550988	2.8007	1.047145518
5	8792	2.001913755	2.2095	2.63929954
5	8793	0.495118171	0.9069	2.159118848
5	8794	0.67795022	0.7907	1.729892432
5	8795	0.745243961	1.0706	2.658284081
5	8796	0.5669131	0	0
5	8797	2.154429567	0	0
5	8798	2.818708369	0	0
5	8799	0.982712374	2.00E-04	2.00E-04
5	8800	1.59028254	0.1834	0.1834
5	8801	2.731960023	2.6762	2.6762
5	8802	2.055861602	1.1348	1.1348
5	8803	2.502044727	0.3691	0.3691
5	8804	1.731610977	0.146	0.146
5	8805	2.358304832	0.7401	0.7401
5	8806	0.947198409	1.6351	1.6351
5	8807	0.956313437	0.8514	0.8514
5	8808	2.627507636	1.034	1.034
5	8809	1.737272463	1.0801	1.0801
5	8810	1.449464373	0	0
5	8811	0.402541923	0	0
5	8812	1.251413549	0	0
5	8813	2.281127872	0.5899	0.5899
5	8814	0.798387288	0	0
5	8815	0.43364069	0	0
5	8816	1.667862964	0.3378	0.3378
5	8817	0.108911565	1.2907	1.2907
5	8818	1.88554204	1.7953	1.7953
5	8819	2.216314357	1.6816	1.6816
5	8820	0.808356616	3.3898	3.3898
5	8821	1.761948887	4.0611	4.0611
5	8822	2.912546281	2.7066	2.7066
5	8823	2.772119966	0.5899	0.5899
5	8824	0.142180284	0.0397	0.0397
5	8825	2.297665771	0	0
5	8826	0.036418378	0	0
5	8827	1.917448653	0	0
5	8828	0.608683285	0	0
5	8829	2.886025545	0.1016	0.1016
5	8830	0.498682596	0.3843	0.3843
5	8831	0.866049318	0	0
5	8832	1.117507451	0	0
5	8833	2.178381194	0.0329	0.0329
5	8834	0.435557718	0.0324	0.0324
5	8835	1.109793667	0.0357	0.0357
5	8836	2.628307853	0	0
5	8837	2.869568414	0	0
5	8838	1.090646237	0.5415	0.5415
5	8839	2.75593249	0.5961	0.5961
5	8840	1.712744476	0.5142	0.5142
5	8841	0.573046361	0.7566	0.7566
5	8842	0.692343615	3.0164	3.0164
5	8843	0.230731182	1.178	1.178
5	8844	2.981103508	0.6693	0.6693
5	8845	1.537006989	0.1086	0.1086
5	8846	1.748648663	0.3929	0.3929
5	8847	0.397672767	0.0562	0.0562
5	8848	1.175437562	2.8899	2.8899
5	8849	2.04668248	0.5381	0.5381
5	8850	1.030679088	0	0
5	8851	0.616417086	0.1145	0.1145
5	8852	1.260712903	0	0
5	8853	1.754653435	0.5973	0.5973
5	8854	0.708882326	0	0
5	8855	0.141698164	0	0
5	8856	1.697549604	1.0618	1.0618
5	8857	1.31232951	0.978	0.978
5	8858	2.783728125	0.5199	0.5199
5	8859	2.708272651	0.5556	0.5556
5	8860	1.989604546	1.0778	1.0778
5	8861	2.719808061	2.0737	2.0737
5	8862	0.463889173	1.285	1.285
5	8863	2.375915607	1.191	1.191
5	8864	2.658005057	5.6878	5.6878
5	8865	2.863160563	7.7636	7.7636
5	8866	0.872304713	4.329	4.329
5	8867	2.809925804	0.9475	0.9475
5	8868	0.339220515	0.9204	0.9204
5	8869	1.511445606	7.1612	7.1612
5	8870	2.05235243	7.4825	7.4825
5	8871	2.714333099	13.4033	13.4033
5	8872	1.765546862	13.2226	13.2226
5	8873	1.617825552	8.1079	8.1079
5	8874	1.894757148	4.945	4.945
5	8875	0.996909986	5.2477	5.2477
5	8876	1.089450532	2.3198	2.3198
5	8877	1.801216513	4.6066	4.6066
5	8878	1.497880163	0	0
5	8879	1.525280619	1.2557	1.2557
5	8880	0.709526031	1.9275	1.9275
5	8881	2.851837326	2.798	2.798
5	8882	2.954359206	2.9958	2.9958
5	8883	2.329886268	7.136	7.136
5	8884	0.333092818	4.7125	4.7125
5	8885	1.932104946	0	0
5	8886	1.915529269	0	0
5	8887	0.355216481	0.7639	0.7639
5	8888	0.94397931	1.5638	1.5638
5	8889	1.728275951	0.8644	0.8644
5	8890	0.044811986	0.66	0.66
5	8891	2.023832759	1.3619	1.3619
5	8892	0.64955104	1.8412	1.8412
5	8893	1.585789899	0.5524	0.5524
5	8894	1.927128929	0.0332	0.0332
5	8895	1.084676257	0.5767	0.5767
5	8896	2.34336854	1.1006	1.1006
5	8897	0.470806651	1.5857	1.5857
5	8898	1.19563709	0	0
5	8899	0.49247252	0	0
5	8900	1.339327972	0.4853	0.4853
5	8901	0.7594295	0	0
5	8902	1.069916934	0.4321	0.4321
5	8903	1.035889768	0.4263	0.4263
5	8904	1.740703943	1.7676	1.7676
5	8905	1.131672037	0.5948	0.5948
5	8906	0.7007402	3.3798	3.3798
5	8907	1.469970079	1.8792	1.8792
5	8908	2.616226839	1.3989	1.3989
5	8909	2.463843811	0.1115	0.1115
5	8910	2.394214879	0.0718	0.0718
5	8911	0.188901065	0	0
5	8912	1.199052721	0.1414	0.1414
5	8913	0.659868357	0.2792	0.2792
5	8914	2.929995256	0.1879	0.1879
5	8915	1.418247654	0	0
5	8916	0.075850712	0.2814	0.2814
5	8917	1.418183583	0.5058	0.5058
5	8918	0.769462618	1.6265	1.6265
5	8919	0.252068056	0.2433	0.2433
5	8920	1.572304853	0	0
5	8921	0.608451588	0	0
5	8922	0.733733747	0	0
5	8923	1.734117436	2.9016	2.9016
5	8924	2.920738641	3.3158	3.3158
5	8925	0.181897661	5.1284	5.1284
5	8926	0.178739973	7.5848	7.5848
5	8927	2.602314444	5.1678	5.1678
5	8928	2.607493568	0.7651	0.7651
5	8929	1.319068452	0	0
5	8930	1.967250207	0	0
5	8931	1.52149521	0.9759	0.9759
5	8932	1.299688369	5.4144	5.4144
5	8933	0.820794042	3.476	3.476
5	8934	0.863477813	3.5931	3.5931
5	8935	2.09643108	6.1194	6.1194
5	8936	0.291413354	4.8539	4.8539
5	8937	1.273916152	4.7572	4.7572
5	8938	2.943892736	2.5811	2.5811
5	8939	2.553043742	2.4103	2.4103
5	8940	2.521557275	1.2262	1.2262
5	8941	0.454383518	0	0
5	8942	1.866022494	0	0
5	8943	0.642340152	0	0
5	8944	2.635553315	0	0
5	8945	1.28257706	0	0
5	8946	1.153264508	0	0
5	8947	2.759679571	0.1448	0.1448
5	8948	0.790208758	0.5899	0.5899
5	8949	2.984254486	1.3592	1.3592
5	8950	2.405654589	2.3227	2.3227
5	8951	1.548054431	1.7489	1.7489
5	8952	0.425425019	0	0
5	8953	2.324724173	2.0818	2.0818
5	8954	1.859201194	1.381	1.381
5	8955	1.42076197	0.402	0.402
5	8956	2.258235076	4.5861	4.5861
5	8957	2.634576659	5.8111	5.8111
5	8958	0.041741258	5.7275	5.7275
5	8959	0.725858352	4.5094	4.5094
5	8960	1.100565191	2.3297	2.3297
5	8961	2.358372888	0.7597	0.7597
5	8962	2.88438463	0.721	0.721
5	8963	1.041032038	0.8576	0.8576
5	8964	0.525662821	0.2288	0.2288
5	8965	0.586764414	0	0
5	8966	0.836853655	1.7566	1.7566
5	8967	1.615960278	1.673	1.673
5	8968	1.787421669	0.5326	0.5326
5	8969	1.727695156	0.5002	0.5002
5	8970	2.168389734	1.2259	1.2259
5	8971	2.937465466	1.0292	1.0292
5	8972	0.802714251	0	0
5	8973	0.46543376	1.9284	1.9284
5	8974	0.118683885	1.8465	1.8465
5	8975	2.270356596	0	0
5	8976	2.119120688	0.3312	0.3312
5	8977	1.700038015	0.2991	0.2991
5	8978	2.648221968	1.0638	1.0638
5	8979	0.56866165	3.034	3.034
5	8980	1.006354998	0	0
5	8981	0.759709706	0	0
5	8982	2.431419362	0	0
5	8983	0.951010614	0.2194	0.2194
5	8984	2.982618558	2.2336	2.2336
5	8985	0.547322733	1.5408	1.5408
5	8986	1.557331965	3.465	3.465
5	8987	0.598775367	4.0756	4.0756
5	8988	1.62184347	0	0
5	8989	2.018704919	0.407	0.407
5	8990	1.070255542	0	0
5	8991	2.752431583	0	0
5	8992	2.98311773	0	0
5	8993	1.004061186	0	0
5	8994	0.814778956	2.6049	2.6049
5	8995	1.438380584	1.9545	1.9545
5	8996	2.536105985	2.8808	2.8808
5	8997	1.270744472	2.7669	2.7669
5	8998	2.966104961	2.841	2.841
5	8999	1.53484629	0.2407	0.2407
5	9000	2.551985824	0.0558	0.0558
5	9001	2.071751184	0	0
5	9002	2.569446555	0.7628	0.7628
5	9003	2.741985254	0	0
5	9004	2.33046548	1.1918	1.1918
5	9005	1.758604816	0.6653	0.6653
5	9006	1.24909004	2.8277	2.8277
5	9007	2.268722431	2.642	2.642
5	9008	2.530524333	1.6853	1.6853
5	9009	2.076913969	0.9298	0.9298
5	9010	1.655130308	0	0
5	9011	1.05984943	1.1373	1.1373
5	9012	2.143250479	0.5073	0.5073
5	9013	0.868316638	0	0
5	9014	1.786668811	2.2255	2.2255
5	9015	1.584360695	1.4277	1.4277
5	9016	0.03616733	0	0
5	9017	0.912498371	0.7685	0.7685
5	9018	2.29625985	3.8355	3.8355
5	9019	2.476792553	3.9175	3.9175
5	9020	1.238854758	4.6191	4.6191
5	9021	2.020943081	5.356	5.356
5	9022	2.872478404	4.4692	4.4692
5	9023	2.896721525	4.9808	4.9808
5	9024	1.885365802	1.6266	1.6266
5	9025	2.937160199	0.299	0.299
5	9026	2.346992817	1.7214	1.7214
5	9027	0.499062351	2.7557	2.7557
5	9028	2.341582689	2.9	2.9
5	9029	1.143925843	2.5336	2.5336
5	9030	1.009058452	1.7877	1.7877
5	9031	1.924946344	0.6648	0.6648
5	9032	1.084985265	1.7209	1.7209
5	9033	1.552199752	2.6284	2.6284
5	9034	1.557012769	1.0625	1.0625
5	9035	1.13979309	0.9144	0.9144
5	9036	2.867188331	0.806	0.806
5	9037	0.397638054	0.9453	0.9453
5	9038	0.071998827	0.762	0.762
5	9039	1.473425537	0.5899	0.5899
5	9040	0.567733465	1.3452	1.3452
5	9041	1.742510839	0.5796	0.5796
5	9042	1.543703472	0	0
5	9043	2.010899228	0.9412	0.9412
5	9044	1.235244299	1.5235	1.5235
5	9045	2.969179795	0.4962	0.4962
5	9046	1.842702962	1.4859	1.4859
5	9047	1.658577063	0.8302	0.8302
5	9048	1.654759845	1.1846	1.1846
5	9049	2.568954711	2.089	2.089
5	9050	0.238652249	0.5644	0.5644
5	9051	0.910429163	0	0
5	9052	0.085940759	0	0
5	9053	2.100259499	0	0
5	9054	1.491566179	0	0
5	9055	0.626280785	2.0011	2.0011
5	9056	0.400400874	3.659	3.659
5	9057	1.357704996	4.4819	4.4819
5	9058	1.495118711	3.7463	3.7463
5	9059	0.517141582	4.0546	4.0546
5	9060	2.226975566	1.8079	1.8079
5	9061	1.593929964	0.8145	0.8145
5	9062	0.455442076	0.7079	0.7079
5	9063	0.726275378	0.9792	0.9792
5	9064	0.093692019	3.8114	3.8114
5	9065	0.098146326	4.6751	4.6751
5	9066	1.176549205	2.4136	2.4136
5	9067	1.444727075	7.4307	7.4307
5	9068	0.985857417	9.0636	9.0636
5	9069	1.881301296	8.8534	8.8534
5	9070	2.583636325	5.6327	5.6327
5	9071	2.148297445	0.3485	0.3485
5	9072	2.197510208	0	0
5	9073	2.749010627	3.8749	3.8749
5	9074	2.045627829	2.7722	2.7722
5	9075	1.3673632	4.7294	4.7294
5	9076	2.005300267	0.3485	0.3485
5	9077	1.060056981	0.5908	0.5908
5	9078	0.170248815	1.1382	1.1382
5	9079	0.984391259	0.4183	0.4183
5	9080	2.937164599	0	0
5	9081	1.379071619	0.532	0.532
5	9082	2.114151754	0.3769	0.3769
5	9083	2.577487117	0.5873	0.5873
5	9084	2.555929113	0.8487	0.8487
5	9085	2.456984335	0.9149	0.9149
5	9086	0.131758626	1.2604	1.2604
5	9087	0.784170132	0.3989	0.3989
5	9088	0.152296044	0	0
5	9089	2.584767005	0	0
5	9090	0.050350469	0.5376	0.5376
5	9091	2.763716541	0.5971	0.5971
5	9092	0.021723358	4.0982	4.0982
5	9093	0.008805203	8.3965	8.3965
5	9094	0.818045962	10.5687	10.5687
5	9095	0.842458298	11.003	11.003
5	9096	0.717255568	8.8224	8.8224
5	9097	2.174720799	3.78	3.78
5	9098	2.739359764	5.0756	5.0756
5	9099	1.827214876	1.1703	1.1703
5	9100	0.446404117	0.5899	0.5899
5	9101	1.611037734	1.7675	1.7675
5	9102	0.078622997	5.0495	5.0495
5	9103	0.028776343	2.5079	2.5079
5	9104	1.230834412	0.503	0.503
5	9105	1.578344516	1.3698	1.3698
5	9106	2.19465482	0	0
5	9107	2.660581093	0.0478	0.0478
5	9108	2.988221884	0	0
5	9109	2.78221886	0.4096	0.4096
5	9110	0.317739291	0.4927	0.4927
5	9111	2.573837532	0	0
5	9112	0.726389456	0	0
5	9113	1.915950136	0.2872	0.2872
5	9114	0.998768192	0	0
5	9115	0.045365693	0.8037	0.8037
5	9116	2.988360143	1.1774	1.1774
5	9117	1.894870536	0	0
5	9118	1.273082498	1.8537	1.8537
5	9119	2.224911217	1.5189	1.5189
5	9120	2.019559628	0.5894	0.5894
5	9121	0.03365985	0	0
5	9122	0.641114377	0.3551	0.3551
5	9123	0.562137501	0	0
5	9124	2.115165762	0	0
5	9125	0.288685915	0.5303	0.5303
5	9126	2.615937408	0	0
5	9127	0.384670837	0.6149	0.6149
5	9128	2.492635009	0.9995	0.9995
5	9129	2.614041396	0.7063	0.7063
5	9130	1.668191656	0.5873	0.5873
5	9131	2.897091061	0.6854	0.6854
5	9132	1.959549878	0.9384	0.9384
5	9133	2.991703552	0.8498	0.8498
5	9134	1.046084831	0.5227	0.5227
5	9135	2.983674069	0.4386	0.4386
5	9136	0.58444865	0.3996	0.3996
5	9137	1.130486222	0.4566	0.4566
5	9138	0.766150931	2.8071	2.8071
5	9139	1.793030143	0.6038	0.6038
5	9140	0.508647954	0	0
5	9141	0.855639662	1.9517	1.9517
5	9142	1.07526153	0	0
5	9143	1.515454933	0	0
5	9144	2.717039474	0	0
5	9145	2.634564599	0.0163	0.0163
5	9146	2.401163219	0.0348	0.0348
5	9147	0.93524933	0.474	0.474
5	9148	0.17302297	1.7093	1.7093
5	9149	2.226401288	1.0038	1.0038
5	9150	0.074315549	3.1546	3.1546
5	9151	1.835936983	1.9093	1.9093
5	9152	2.702291464	1.5683	1.5683
5	9153	0.818681026	0.5899	0.5899
5	9154	2.41765367	2.3057	2.3057
5	9155	0.659010596	2.9366	2.9366
5	9156	0.51908104	3.8346	3.8346
5	9157	2.761930073	4.26	4.26
5	9158	0.813000978	4.0028	4.0028
5	9159	1.779162972	0.3485	0.3485
5	9160	0.208487731	4.7754	4.7754
5	9161	1.769094485	4.7696	4.7696
5	9162	0.975185306	1.878	1.878
5	9163	2.804634348	3.5653	3.5653
5	9164	2.343489483	5.9505	5.9505
5	9165	2.38222309	6.3557	6.3557
5	9166	2.216366369	5.9188	5.9188
5	9167	1.472501414	4.4888	4.4888
5	9168	2.937867145	1.1417	1.1417
5	9169	2.654427269	3.0606	3.0606
5	9170	0.919860796	2.5912	2.5912
5	9171	0.521264813	1.5516	1.5516
5	9172	1.266244494	0.6	0.6
5	9173	0.488537736	0.5961	0.5961
5	9174	0.194477278	0.875	0.875
5	9175	2.904408278	0.0119	0.0119
5	9176	2.979520717	1.4668	1.4668
5	9177	2.781025116	0.4492	0.4492
5	9178	1.381183172	0.2791	0.2791
5	9179	2.12464487	0	0
5	9180	0.637271754	0	0
5	9181	0.935288517	1.1355	1.1355
5	9182	1.835609394	0.1907	0.1907
5	9183	1.695974768	0	0
5	9184	0.96011115	0	0
5	9185	0.285588	0	0
5	9186	1.024314862	0	0
5	9187	0.522080654	0	0
5	9188	0.695465721	0	0
5	9189	2.402308553	0	0
5	9190	2.241483138	0	0
5	9191	2.651309747	0.5961	0.5961
5	9192	2.789069559	0.0711	0.0711
5	9193	2.292679645	0	0
5	9194	0.401762036	2.0788	2.0788
5	9195	2.470394281	1.8695	1.8695
5	9196	1.070329439	3.7999	3.7999
5	9197	2.323938876	4.2661	4.2661
5	9198	0.76772304	1.6714	1.6714
5	9199	2.366600657	7.5377	7.5377
5	9200	1.219734182	7.7203	7.7203
5	9201	1.210886528	4.6078	4.6078
5	9202	2.077418816	2.7437	2.7437
5	9203	1.193404464	1.1241	1.1241
5	9204	1.095118678	0	0
5	9205	1.863513693	0.0092	0.0092
5	9206	0.873360973	0	0
5	9207	2.12217407	0	0
5	9208	1.504417169	0	0
5	9209	0.406082169	0.5774	0.5774
5	9210	1.817741027	1.5393	1.5393
5	9211	0.402379533	1.7669	1.85727715
5	9212	2.226526753	2.8506	2.579008332
5	9213	0.936018344	2.5137	1.175783147
5	9214	0.837076204	2.2378	0.138951794
5	9215	0.235595717	2.0041	2.889430959
5	9216	1.800891488	0.0948	1.299619193
5	9217	2.008326767	0	2.789898267
5	9218	0.741497401	0.0014	2.27381441
5	9219	2.384630754	0.0662	1.65610726
5	9220	0.988038399	0	0.524369788
5	9221	0.426254279	0.0481	1.245177137
5	9222	2.558402528	0	0.230527161
5	9223	1.060170154	0	0.12187905
5	9224	1.822726159	0.098	1.920078568
5	9225	0.941580741	0.5983	0.142639644
5	9226	0.852797452	0	1.18062512
5	9227	2.426750281	3.8602	2.923462842
5	9228	0.903484744	0	1.233172507
5	9229	0.912375174	0	2.309219925
5	9230	2.137196145	0	0.076753971
5	9231	0.213483475	0	0.049195245
5	9232	1.915973972	0	1.17311471
5	9233	0.278202505	0	2.021649576
5	9234	2.373305239	0.5857	2.370156998
5	9235	1.288900739	0.3373	1.61628614
5	9236	1.418118801	1.4521	2.827553662
5	9237	0.493918553	1.1791	2.255472578
5	9238	0.477032258	2.7477	2.176366844
5	9239	1.757887457	3.665	0.050057409
5	9240	1.262699112	3.2278	2.149823954
5	9241	2.096042445	0	0.116772936
5	9242	2.545985688	0.8623	1.231670277
5	9243	1.018841011	0	2.622501232
5	9244	0.319995506	0.0274	0.61391156
5	9245	1.25449793	0.2661	0.152482135
5	9246	2.99199257	0.5961	1.321992663
5	9247	1.242670008	0.5981	2.862304901
5	9248	0.896297145	0.668	2.667447134
5	9249	2.138903681	0.8963	0.168621931
5	9250	1.832302584	0.8703	0.838460303
5	9251	1.312661977	0.6812	1.991164857
5	9252	1.390980107	0.3175	2.436870951
5	9253	2.473853169	0	2.805025246
5	9254	2.615488773	0	1.052306748
5	9255	0.589694804	0	1.50523042
5	9256	2.576458868	0	2.538351573
5	9257	2.484469792	0	0.284218197
5	9258	0.333654446	0	2.96699858
5	9259	2.084662788	0	1.643637914
5	9260	0.184338451	0	2.030831572
5	9261	1.272844252	0	1.159934529
5	9262	2.664114029	0	1.313273477
5	9263	0.302580311	0	2.734138595
5	9264	1.24064751	0.1851	1.55335797
5	9265	2.532047451	0.2896	0.149263156
5	9266	0.897336081	0.2947	0.468259548
5	9267	1.437127583	0.268	0.102165194
5	9268	0.907024869	0.2107	0.972103783
5	9269	0.436963942	0.1634	0.180122482
5	9270	0.392986193	1.4084	0.628001289
5	9271	2.895449983	0.1791	1.228762877
5	9272	0.516631479	0.3007	1.900646954
5	9273	0.593137305	1.6042	2.910933382
5	9274	1.060749213	0.4342	1.919089776
5	9275	0.088494547	0.4501	2.233392003
5	9276	2.242036919	1.581	1.675153955
5	9277	2.454950261	1.2153	0.099407424
5	9278	1.838188665	1.4536	1.969147734
5	9279	0.523738028	1.5312	2.081511882
5	9280	0.216421601	1.3843	0.212859181
5	9281	1.112074261	1.0137	2.41343364
5	9282	0.068163253	0.0356	1.860145247
5	9283	2.692211853	0.1344	2.513963294
5	9284	2.726164109	0	2.087002771
5	9285	0.222679006	0.1411	0.847103967
5	9286	0.65704054	0.5278	2.948926112
5	9287	1.904227662	0.1966	0.273392329
5	9288	1.239503383	0	1.616030503
5	9289	0.536477116	0.6537	0.128226103
5	9290	0.144224273	1.0186	1.055456243
5	9291	2.932530201	0	0.736762315
5	9292	1.372545319	1.5552	1.943084832
5	9293	2.739227197	3.2896	1.941861896
5	9294	1.703884291	3.3873	1.992244021
5	9295	1.870572164	4.3058	2.672941983
5	9296	0.848433134	4.4149	2.53371836
5	9297	1.59270806	4.4128	0.150954855
5	9298	1.870397855	4.5447	2.621025183
5	9299	2.129781203	4.4136	2.467423962
5	9300	2.455698395	2.7585	2.17658745
5	9301	0.83911297	3.8192	0.810889154
5	9302	1.893124269	3.2427	1.826621096
5	9303	1.482744511	2.0169	1.103485342
5	9304	2.536343043	0.5961	0.025413188
5	9305	1.61636368	2.3105	2.808858427
5	9306	0.948037011	2.9236	1.377841506
5	9307	2.738479988	2.4934	0.645066628
5	9308	0.612281734	2.0242	0.016084586
5	9309	2.601210979	2.3748	0.11619061
5	9310	0.494504616	1.1558	0.877529335
5	9311	1.143901788	0.3481	2.602227231
5	9312	2.284947956	0.1335	1.715650763
5	9313	1.243390179	0.1294	2.091858732
5	9314	1.525082628	0	0.449642777
5	9315	2.023077619	0.4327	0.35626199
5	9316	2.655525682	1.1898	1.312904579
5	9317	1.334523998	0.5239	1.202899046
5	9318	2.400242969	0.759	2.856731741
5	9319	2.855724193	3.4428	2.314862425
5	9320	0.186892396	2.9612	2.462896881
5	9321	2.560307929	1.613	0.179583004
5	9322	2.658959961	0	2.490237783
5	9323	2.049051592	0	2.022343169
5	9324	2.27070046	1.5391	1.310012914
5	9325	1.662320863	1.8144	0.445436573
5	9326	1.25574342	1.2836	1.162183231
5	9327	2.203767153	1.2901	2.830173565
5	9328	0.878483871	1.4645	0.694638818
5	9329	2.968820501	1.2691	2.839302912
5	9330	2.049601847	1.154	1.93517455
5	9331	0.5453622	1.6256	2.173823686
5	9332	1.583810259	1.7195	2.736414141
5	9333	2.424057156	0.8729	1.408318375
5	9334	1.756369812	1.2677	2.56695299
5	9335	1.779199021	1.0743	2.444637454
5	9336	2.976877162	0	1.453016428
5	9337	0.123525114	0	2.17642964
5	9338	0.561464867	1.5729	1.072246184
5	9339	1.412088414	0.6593	0.26550811
5	9340	2.393774917	0	1.375719535
5	9341	2.078250134	0	2.168346285
5	9342	0.35354801	0	0.295988838
5	9343	0.056836675	0.003	1.160699439
5	9344	0.636009247	0	1.374615488
5	9345	2.101766001	0	0.986664118
5	9346	0.445533262	0	2.807017014
5	9347	1.398961934	0.0744	2.757002295
5	9348	2.578460297	0.4176	1.890169119
5	9349	2.842817448	0.6534	1.288390483
5	9350	2.643725071	0.6127	1.579561996
5	9351	2.532583224	0.5961	0.671859576
5	9352	1.167545466	0.5972	1.14291723
5	9353	0.724504501	2.5626	2.03535001
5	9354	0.292360853	2.4962	0.935775738
5	9355	0.896666747	2.471	1.700249046
5	9356	2.526604868	1.4676	1.190565494
5	9357	2.192432945	1.1239	2.034269812
5	9358	0.317605046	0.8145	1.195841425
5	9359	2.464205077	0	2.160856244
5	9360	1.278721624	0	0.761376291
5	9361	0.443489149	0	1.392940281
5	9362	2.033280339	0	0.116271818
5	9363	0.368772388	4.5288	1.811590066
5	9364	2.809207259	0	2.143174214
5	9365	0.415567233	0	0.958176675
5	9366	2.7588858	3.2286	2.977928729
5	9367	2.623446234	4.9982	0.590952328
5	9368	1.766092713	4.2895	2.885466835
5	9369	0.839507567	2.8793	2.879793674
5	9370	2.669454481	1.9515	2.470532659
5	9371	2.477940914	0.8004	0.036984123
5	9372	1.724481447	0.823	2.650967693
5	9373	2.443337597	0	1.067713836
5	9374	1.595819738	1.0541	1.544325981
5	9375	1.511718931	4.6177	2.419864894
5	9376	2.749066699	3.1841	2.80130005
5	9377	2.338080242	0	2.897021506
5	9378	2.77262306	1.6603	2.899587122
5	9379	0.334203011	2.912	2.97774985
5	9380	1.216110204	0	1.163906519
5	9381	2.044278926	0	0.23306245
5	9382	1.734463331	0	1.590849719
5	9383	0.098502931	0	0.912017539
5	9384	1.804700426	0.1772	2.79391129
5	9385	0.744665262	0	1.712336028
5	9386	0.897100635	0	1.26897471
5	9387	1.587171162	0.125	0.962927689
5	9388	2.796568316	0.5264	2.093440497
5	9389	1.69304247	0.5706	2.54023323
5	9390	2.945435834	0.5286	1.206397172
5	9391	2.222434512	0.6627	0.448766614
5	9392	1.856880124	2.3596	0.748089969
5	9393	1.086686672	4.6383	1.740364835
5	9394	1.751447868	6.5007	0.025396221
5	9395	0.917339964	7.4444	1.325880294
5	9396	2.806798167	5.648	1.452448714
5	9397	1.90324946	2.485	0.693348002
5	9398	0.78219369	1.9043	2.259925697
5	9399	1.13734291	0.5961	1.456132712
5	9400	2.65444252	2.3781	2.465995917
5	9401	1.848243022	3.5866	2.959274446
5	9402	0.692034139	4.2681	1.042122539
5	9403	0.790827162	4.0173	1.695043182
5	9404	1.930258122	1.8588	1.398296966
5	9405	2.187738779	1.567	2.843398112
